season,player,team,matches,minutes,goals,goals_per_match,minutes_per_goal
2026,Getafe_Player14,Getafe,3,144,2,0.6666666666666666,72.0
2026,Getafe_Player15,Getafe,13,403,2,0.15384615384615385,201.5
2026,Getafe_Player16,Getafe,3,264,0,0.0,264.0
2026,Getafe_Player17,Getafe,0,0,0,0.0,0.0
2026,Getafe_Player18,Getafe,30,630,10,0.3333333333333333,63.0
2026,Getafe_Player19,Getafe,33,2607,11,0.3333333333333333,237.0
2026,Getafe_Player20,Getafe,28,1596,8,0.2857142857142857,199.5
2026,Getafe_Player21,Getafe,12,1104,4,0.3333333333333333,276.0
2026,Getafe_Player22,Getafe,36,1764,13,0.3611111111111111,135.69230769230768
2026,Getafe_Player23,Getafe,24,1176,3,0.125,392.0
2026,Getafe_Player24,Getafe,35,3150,12,0.34285714285714286,262.5
2026,Getafe_Player25,Getafe,1,61,0,0.0,61.0
2026,Osasuna_Player1,Osasuna,25,775,11,0.44,70.45454545454545
2026,Osasuna_Player2,Osasuna,15,810,0,0.0,810.0
2026,Osasuna_Player3,Osasuna,4,80,1,0.25,80.0
2026,Osasuna_Player4,Osasuna,9,387,1,0.1111111111111111,387.0
2026,Osasuna_Player5,Osasuna,6,450,1,0.16666666666666666,450.0
2026,Osasuna_Player6,Osasuna,19,1254,4,0.21052631578947367,313.5
2026,Osasuna_Player7,Osasuna,5,160,0,0.0,160.0
2026,Osasuna_Player8,Osasuna,5,235,2,0.4,117.5
2026,Osasuna_Player9,Osasuna,28,2268,6,0.21428571428571427,378.0
2026,Osasuna_Player10,Osasuna,29,2117,6,0.20689655172413793,352.8333333333333
2026,Osasuna_Player11,Osasuna,27,297,8,0.2962962962962963,37.125
2026,Osasuna_Player12,Osasuna,26,910,8,0.3076923076923077,113.75
2026,Osasuna_Player13,Osasuna,8,584,2,0.25,292.0
2026,Osasuna_Player14,Osasuna,3,36,2,0.6666666666666666,18.0
2026,Osasuna_Player15,Osasuna,37,2479,5,0.13513513513513514,495.8
2026,Osasuna_Player16,Osasuna,30,1650,6,0.2,275.0
2026,Osasuna_Player17,Osasuna,0,0,0,0.0,0.0
2026,Osasuna_Player18,Osasuna,37,3441,11,0.2972972972972973,312.8181818181818
2026,Osasuna_Player19,Osasuna,1,43,0,0.0,43.0
2026,Osasuna_Player20,Osasuna,30,570,12,0.4,47.5
2026,Osasuna_Player21,Osasuna,14,350,4,0.2857142857142857,87.5
2026,Osasuna_Player22,Osasuna,20,1500,8,0.4,187.5
2026,Osasuna_Player23,Osasuna,20,1620,7,0.35,231.42857142857142
2026,Osasuna_Player24,Osasuna,14,490,6,0.42857142857142855,81.66666666666667
2026,Osasuna_Player25,Osasuna,28,2492,9,0.32142857142857145,276.8888888888889
2026,Las_Player1,Las Palmas,27,2187,9,0.3333333333333333,243.0
2026,Las_Player2,Las Palmas,24,1512,8,0.3333333333333333,189.0
2026,Las_Player3,Las Palmas,23,2139,5,0.21739130434782608,427.8
2026,Las_Player4,Las Palmas,10,730,3,0.3,243.33333333333334
2026,Las_Player5,Las Palmas,34,1122,6,0.17647058823529413,187.0
2026,Las_Player6,Las Palmas,14,350,6,0.42857142857142855,58.333333333333336
2026,Las_Player7,Las Palmas,10,910,2,0.2,455.0
2026,Las_Player8,Las Palmas,6,408,1,0.16666666666666666,408.0
2026,Las_Player9,Las Palmas,25,1050,9,0.36,116.66666666666667
2026,Las_Player10,Las Palmas,29,1827,10,0.3448275862068966,182.7
2026,Las_Player11,Las Palmas,17,1003,3,0.17647058823529413,334.3333333333333
2026,Las_Player12,Las Palmas,28,1764,6,0.21428571428571427,294.0
2026,Las_Player13,Las Palmas,13,884,3,0.23076923076923078,294.6666666666667
2026,Las_Player14,Las Palmas,1,50,1,1.0,50.0
2026,Las_Player15,Las Palmas,15,195,7,0.4666666666666667,27.857142857142858
2026,Las_Player16,Las Palmas,8,464,1,0.125,464.0
2026,Las_Player17,Las Palmas,8,568,4,0.5,142.0
2026,Las_Player18,Las Palmas,28,2464,8,0.2857142857142857,308.0
2026,Las_Player19,Las Palmas,17,1139,8,0.47058823529411764,142.375
2026,Las_Player20,Las Palmas,4,312,2,0.5,156.0
2026,Las_Player21,Las Palmas,2,78,0,0.0,78.0
2026,Las_Player22,Las Palmas,28,336,8,0.2857142857142857,42.0
2026,Las_Player23,Las Palmas,22,396,3,0.13636363636363635,132.0
2026,Las_Player24,Las Palmas,1,91,0,0.0,91.0
2026,Las_Player25,Las Palmas,4,268,0,0.0,268.0
2026,Almería_Player1,Almería,9,585,1,0.1111111111111111,585.0
2026,Almería_Player2,Almería,36,1404,5,0.1388888888888889,280.8
2026,Almería_Player3,Almería,2,44,0,0.0,44.0
2026,Almería_Player4,Almería,23,1426,9,0.391304347826087,158.44444444444446
2026,Almería_Player5,Almería,21,1302,5,0.23809523809523808,260.4
2026,Almería_Player6,Almería,8,232,3,0.375,77.33333333333333
2026,Almería_Player7,Almería,18,648,3,0.16666666666666666,216.0
2026,Almería_Player8,Almería,28,1344,9,0.32142857142857145,149.33333333333334
2026,Almería_Player9,Almería,25,350,10,0.4,35.0
2026,Almería_Player10,Almería,37,407,11,0.2972972972972973,37.0
2026,Almería_Player11,Almería,26,1300,10,0.38461538461538464,130.0
2026,Almería_Player12,Almería,6,354,2,0.3333333333333333,177.0
2026,Almería_Player13,Almería,8,704,4,0.5,176.0
2026,Almería_Player14,Almería,2,136,1,0.5,136.0
2026,Almería_Player15,Almería,18,1368,7,0.3888888888888889,195.42857142857142
2026,Almería_Player16,Almería,28,2548,4,0.14285714285714285,637.0
2026,Almería_Player17,Almería,21,420,5,0.23809523809523808,84.0
2026,Almería_Player18,Almería,15,1245,3,0.2,415.0
2026,Almería_Player19,Almería,1,47,1,1.0,47.0
2026,Almería_Player20,Almería,28,2128,7,0.25,304.0
2026,Almería_Player21,Almería,0,0,0,0.0,0.0
2026,Almería_Player22,Almería,26,2054,5,0.19230769230769232,410.8
2026,Almería_Player23,Almería,2,170,1,0.5,170.0
2026,Almería_Player24,Almería,21,819,6,0.2857142857142857,136.5
2026,Almería_Player25,Almería,36,2484,3,0.08333333333333333,828.0
2026,Granada_Player1,Granada,1,36,1,1.0,36.0
2026,Granada_Player2,Granada,20,1340,3,0.15,446.6666666666667
2026,Granada_Player3,Granada,37,1073,13,0.35135135135135137,82.53846153846153
2026,Granada_Player4,Granada,31,1085,9,0.2903225806451613,120.55555555555556
2026,Granada_Player5,Granada,21,1806,4,0.19047619047619047,451.5
2026,Granada_Player6,Granada,32,2592,5,0.15625,518.4
2026,Granada_Player7,Granada,24,1320,5,0.20833333333333334,264.0
2026,Granada_Player8,Granada,12,828,4,0.3333333333333333,207.0
2026,Granada_Player9,Granada,9,297,3,0.3333333333333333,99.0
2026,Granada_Player10,Granada,15,1365,4,0.26666666666666666,341.25
2026,Granada_Player11,Granada,22,1452,8,0.36363636363636365,181.5
2026,Granada_Player12,Granada,17,1394,6,0.35294117647058826,232.33333333333334
2026,Granada_Player13,Granada,3,249,0,0.0,249.0
2026,Granada_Player14,Granada,20,400,4,0.2,100.0
2026,Granada_Player15,Granada,15,375,5,0.3333333333333333,75.0
2026,Granada_Player16,Granada,5,180,1,0.2,180.0
2026,Granada_Player17,Granada,27,1674,5,0.18518518518518517,334.8
2026,Granada_Player18,Granada,33,1848,9,0.2727272727272727,205.33333333333334
2026,Granada_Player19,Granada,35,2345,16,0.45714285714285713,146.5625
2026,Granada_Player20,Granada,17,782,5,0.29411764705882354,156.4
2026,Granada_Player21,Granada,27,1944,10,0.37037037037037035,194.4
2026,Granada_Player22,Granada,19,456,8,0.42105263157894735,57.0
2026,Granada_Player23,Granada,17,1088,1,0.058823529411764705,1088.0
2026,Granada_Player24,Granada,9,162,3,0.3333333333333333,54.0
2026,Granada_Player25,Granada,13,845,1,0.07692307692307693,845.0
2026,Mallorca_Player1,Mallorca,20,380,5,0.25,76.0
2026,Mallorca_Player2,Mallorca,12,936,4,0.3333333333333333,234.0
2026,Mallorca_Player3,Mallorca,17,1377,5,0.29411764705882354,275.4
2026,Mallorca_Player4,Mallorca,35,735,7,0.2,105.0
2026,Mallorca_Player5,Mallorca,22,836,3,0.13636363636363635,278.6666666666667
2026,Mallorca_Player6,Mallorca,16,656,3,0.1875,218.66666666666666
2026,Mallorca_Player7,Mallorca,36,1188,7,0.19444444444444445,169.71428571428572
2026,Mallorca_Player8,Mallorca,11,726,2,0.18181818181818182,363.0
2026,Mallorca_Player9,Mallorca,20,860,10,0.5,86.0
2026,Mallorca_Player10,Mallorca,35,490,6,0.17142857142857143,81.66666666666667
2026,Mallorca_Player11,Mallorca,7,504,1,0.14285714285714285,504.0
2026,Mallorca_Player12,Mallorca,33,528,11,0.3333333333333333,48.0
2026,Mallorca_Player13,Mallorca,30,870,8,0.26666666666666666,108.75
2026,Mallorca_Player14,Mallorca,17,850,4,0.23529411764705882,212.5
2026,Mallorca_Player15,Mallorca,14,1246,2,0.14285714285714285,623.0
2026,Mallorca_Player16,Mallorca,18,666,5,0.2777777777777778,133.2
2026,Mallorca_Player17,Mallorca,17,1428,7,0.4117647058823529,204.0
2026,Mallorca_Player18,Mallorca,28,2324,11,0.39285714285714285,211.27272727272728
2026,Mallorca_Player19,Mallorca,4,104,2,0.5,52.0
2026,Mallorca_Player20,Mallorca,22,968,8,0.36363636363636365,121.0
2026,Mallorca_Player21,Mallorca,7,336,3,0.42857142857142855,112.0
2026,Mallorca_Player22,Mallorca,26,1274,10,0.38461538461538464,127.4
2026,Mallorca_Player23,Mallorca,4,76,2,0.5,38.0
2026,Mallorca_Player24,Mallorca,19,1254,8,0.42105263157894735,156.75
2026,Mallorca_Player25,Mallorca,35,1680,10,0.2857142857142857,168.0
2026,Rayo_Player1,Rayo Vallecano,0,0,0,0.0,0.0
2026,Rayo_Player2,Rayo Vallecano,3,117,1,0.3333333333333333,117.0
2026,Rayo_Player3,Rayo Vallecano,30,2310,7,0.23333333333333334,330.0
2026,Rayo_Player4,Rayo Vallecano,25,2050,7,0.28,292.85714285714283
2026,Rayo_Player5,Rayo Vallecano,27,1863,9,0.3333333333333333,207.0
2026,Rayo_Player6,Rayo Vallecano,20,800,3,0.15,266.6666666666667
2026,Rayo_Player7,Rayo Vallecano,24,1344,7,0.2916666666666667,192.0
2026,Rayo_Player8,Rayo Vallecano,26,1092,11,0.4230769230769231,99.27272727272727
2026,Rayo_Player9,Rayo Vallecano,18,306,4,0.2222222222222222,76.5
2026,Rayo_Player10,Rayo Vallecano,11,286,2,0.18181818181818182,143.0
2026,Rayo_Player11,Rayo Vallecano,31,837,10,0.3225806451612903,83.7
2026,Rayo_Player12,Rayo Vallecano,21,840,7,0.3333333333333333,120.0
2026,Rayo_Player13,Rayo Vallecano,15,945,1,0.06666666666666667,945.0
2026,Rayo_Player14,Rayo Vallecano,19,1140,5,0.2631578947368421,228.0
2026,Rayo_Player15,Rayo Vallecano,33,2640,5,0.15151515151515152,528.0
2026,Rayo_Player16,Rayo Vallecano,37,3441,9,0.24324324324324326,382.3333333333333
2026,Rayo_Player17,Rayo Vallecano,29,754,15,0.5172413793103449,50.266666666666666
2026,Rayo_Player18,Rayo Vallecano,11,1034,5,0.45454545454545453,206.8
2026,Rayo_Player19,Rayo Vallecano,17,1037,6,0.35294117647058826,172.83333333333334
2026,Rayo_Player20,Rayo Vallecano,35,1050,6,0.17142857142857143,175.0
2026,Rayo_Player21,Rayo Vallecano,24,384,5,0.20833333333333334,76.8
2026,Rayo_Player22,Rayo Vallecano,11,484,5,0.45454545454545453,96.8
2026,Rayo_Player23,Rayo Vallecano,15,315,1,0.06666666666666667,315.0
2026,Rayo_Player24,Rayo Vallecano,28,1988,8,0.2857142857142857,248.5
2026,Rayo_Player25,Rayo Vallecano,16,480,2,0.125,240.0
2026,Cádiz_Player1,Cádiz,12,900,1,0.08333333333333333,900.0
2026,Cádiz_Player2,Cádiz,5,350,0,0.0,350.0
2026,Cádiz_Player3,Cádiz,18,1422,6,0.3333333333333333,237.0
2026,Cádiz_Player4,Cádiz,29,2320,10,0.3448275862068966,232.0
2026,Cádiz_Player5,Cádiz,30,780,7,0.23333333333333334,111.42857142857143
2026,Cádiz_Player6,Cádiz,35,525,12,0.34285714285714286,43.75
2026,Cádiz_Player7,Cádiz,36,1260,11,0.3055555555555556,114.54545454545455
2026,Cádiz_Player8,Cádiz,13,845,4,0.3076923076923077,211.25
2026,Cádiz_Player9,Cádiz,27,459,8,0.2962962962962963,57.375
2026,Cádiz_Player10,Cádiz,25,2150,8,0.32,268.75
2026,Cádiz_Player11,Cádiz,28,1456,9,0.32142857142857145,161.77777777777777
2026,Cádiz_Player12,Cádiz,22,792,3,0.13636363636363635,264.0
2026,Cádiz_Player13,Cádiz,21,714,6,0.2857142857142857,119.0
2026,Cádiz_Player14,Cádiz,35,2345,11,0.3142857142857143,213.1818181818182
2026,Cádiz_Player15,Cádiz,10,450,2,0.2,225.0
2026,Cádiz_Player16,Cádiz,23,1886,9,0.391304347826087,209.55555555555554
2026,Cádiz_Player17,Cádiz,27,513,9,0.3333333333333333,57.0
2026,Cádiz_Player18,Cádiz,29,1479,11,0.3793103448275862,134.45454545454547
2026,Cádiz_Player19,Cádiz,23,529,7,0.30434782608695654,75.57142857142857
2026,Cádiz_Player20,Cádiz,37,2738,9,0.24324324324324326,304.22222222222223
2026,Cádiz_Player21,Cádiz,27,1026,10,0.37037037037037035,102.6
2026,Cádiz_Player22,Cádiz,1,90,0,0.0,90.0
2026,Cádiz_Player23,Cádiz,6,366,1,0.16666666666666666,366.0
2026,Cádiz_Player24,Cádiz,0,0,0,0.0,0.0
2026,Cádiz_Player25,Cádiz,19,1178,5,0.2631578947368421,235.6
2026,Alavés_Player1,Alavés,8,120,0,0.0,120.0
2026,Alavés_Player2,Alavés,6,534,2,0.3333333333333333,267.0
2026,Alavés_Player3,Alavés,18,828,3,0.16666666666666666,276.0
2026,Alavés_Player4,Alavés,32,2400,8,0.25,300.0
2026,Alavés_Player5,Alavés,23,1725,11,0.4782608695652174,156.8181818181818
2026,Alavés_Player6,Alavés,22,1760,6,0.2727272727272727,293.3333333333333
2026,Alavés_Player7,Alavés,32,1920,11,0.34375,174.54545454545453
2026,Alavés_Player8,Alavés,11,979,2,0.18181818181818182,489.5
2026,Alavés_Player9,Alavés,17,323,3,0.17647058823529413,107.66666666666667
2026,Alavés_Player10,Alavés,3,207,5,1.6666666666666667,41.4
2026,Alavés_Player11,Alavés,9,567,1,0.1111111111111111,567.0
2026,Alavés_Player12,Alavés,4,356,0,0.0,356.0
2026,Alavés_Player13,Alavés,27,864,4,0.14814814814814814,216.0
2026,Alavés_Player14,Alavés,31,2170,8,0.25806451612903225,271.25
2026,Alavés_Player15,Alavés,19,1083,7,0.3684210526315789,154.71428571428572
2026,Alavés_Player16,Alavés,9,279,2,0.2222222222222222,139.5
2026,Alavés_Player17,Alavés,15,1275,6,0.4,212.5
2026,Alavés_Player18,Alavés,18,846,5,0.2777777777777778,169.2
2026,Alavés_Player19,Alavés,25,975,6,0.24,162.5
2026,Alavés_Player20,Alavés,16,448,2,0.125,224.0
2026,Alavés_Player21,Alavés,10,890,3,0.3,296.6666666666667
2026,Alavés_Player22,Alavés,21,588,6,0.2857142857142857,98.0
2026,Alavés_Player23,Alavés,12,528,4,0.3333333333333333,132.0
2026,Alavés_Player24,Alavés,1,63,1,1.0,63.0
2026,Alavés_Player25,Alavés,0,0,0,0.0,0.0
2026,Celta_Player1,Celta Vigo,3,57,0,0.0,57.0
2026,Celta_Player2,Celta Vigo,13,611,4,0.3076923076923077,152.75
2026,Celta_Player3,Celta Vigo,28,756,12,0.42857142857142855,63.0
2026,Celta_Player4,Celta Vigo,21,1890,5,0.23809523809523808,378.0
2026,Celta_Player5,Celta Vigo,19,836,8,0.42105263157894735,104.5
2026,Celta_Player6,Celta Vigo,19,1463,8,0.42105263157894735,182.875
2026,Celta_Player7,Celta Vigo,23,2116,6,0.2608695652173913,352.6666666666667
2026,Celta_Player8,Celta Vigo,13,1209,2,0.15384615384615385,604.5
2026,Celta_Player9,Celta Vigo,12,852,1,0.08333333333333333,852.0
2026,Celta_Player10,Celta Vigo,1,90,0,0.0,90.0
2026,Celta_Player11,Celta Vigo,7,84,3,0.42857142857142855,28.0
2026,Celta_Player12,Celta Vigo,32,1248,10,0.3125,124.8
2026,Celta_Player13,Celta Vigo,10,380,3,0.3,126.66666666666667
2026,Celta_Player14,Celta Vigo,1,31,0,0.0,31.0
2026,Celta_Player15,Celta Vigo,7,238,3,0.42857142857142855,79.33333333333333
2026,Celta_Player16,Celta Vigo,24,408,4,0.16666666666666666,102.0
2026,Celta_Player17,Celta Vigo,37,2331,17,0.4594594594594595,137.11764705882354
2026,Celta_Player18,Celta Vigo,17,1292,7,0.4117647058823529,184.57142857142858
2026,Celta_Player19,Celta Vigo,14,1190,2,0.14285714285714285,595.0
2026,Celta_Player20,Celta Vigo,25,275,2,0.08,137.5
2026,Celta_Player21,Celta Vigo,12,444,2,0.16666666666666666,222.0
2026,Celta_Player22,Celta Vigo,35,2590,12,0.34285714285714286,215.83333333333334
2026,Celta_Player23,Celta Vigo,14,728,2,0.14285714285714285,364.0
2026,Celta_Player24,Celta Vigo,9,261,5,0.5555555555555556,52.2
2026,Celta_Player25,Celta Vigo,19,646,7,0.3684210526315789,92.28571428571429
2027,Real_Player1,Real Madrid,0,0,0,0.0,0.0
2027,Real_Player2,Real Madrid,24,1632,12,0.5,136.0
2027,Real_Player3,Real Madrid,13,429,3,0.23076923076923078,143.0
2027,Real_Player4,Real Madrid,9,729,2,0.2222222222222222,364.5
2027,Real_Player5,Real Madrid,28,2072,5,0.17857142857142858,414.4
2027,Real_Player6,Real Madrid,14,308,2,0.14285714285714285,154.0
2027,Real_Player7,Real Madrid,23,460,5,0.21739130434782608,92.0
2027,Real_Player8,Real Madrid,16,848,6,0.375,141.33333333333334
2027,Real_Player9,Real Madrid,13,689,4,0.3076923076923077,172.25
2027,Real_Player10,Real Madrid,9,432,2,0.2222222222222222,216.0
2027,Real_Player11,Real Madrid,14,1316,5,0.35714285714285715,263.2
2027,Real_Player12,Real Madrid,21,693,4,0.19047619047619047,173.25
2027,Real_Player13,Real Madrid,17,1360,4,0.23529411764705882,340.0
2027,Real_Player14,Real Madrid,8,320,1,0.125,320.0
2027,Real_Player15,Real Madrid,2,88,0,0.0,88.0
2027,Real_Player16,Real Madrid,30,1830,8,0.26666666666666666,228.75
2027,Real_Player17,Real Madrid,20,1460,6,0.3,243.33333333333334
2027,Real_Player18,Real Madrid,17,1020,4,0.23529411764705882,255.0
2027,Real_Player19,Real Madrid,23,506,8,0.34782608695652173,63.25
2027,Real_Player20,Real Madrid,28,728,7,0.25,104.0
2027,Real_Player21,Real Madrid,5,175,1,0.2,175.0
2027,Real_Player22,Real Madrid,17,1071,6,0.35294117647058826,178.5
2027,Real_Player23,Real Madrid,18,1170,6,0.3333333333333333,195.0
2027,Real_Player24,Real Madrid,18,720,7,0.3888888888888889,102.85714285714286
2027,Real_Player25,Real Madrid,4,264,0,0.0,264.0
2027,Barcelona_Player1,Barcelona,6,336,2,0.3333333333333333,168.0
2027,Barcelona_Player2,Barcelona,25,825,9,0.36,91.66666666666667
2027,Barcelona_Player3,Barcelona,2,128,0,0.0,128.0
2027,Barcelona_Player4,Barcelona,24,576,6,0.25,96.0
2027,Barcelona_Player5,Barcelona,14,490,5,0.35714285714285715,98.0
2027,Barcelona_Player6,Barcelona,16,720,9,0.5625,80.0
2027,Barcelona_Player7,Barcelona,26,2262,5,0.19230769230769232,452.4
2027,Barcelona_Player8,Barcelona,9,810,1,0.1111111111111111,810.0
2027,Barcelona_Player9,Barcelona,0,0,0,0.0,0.0
2027,Barcelona_Player10,Barcelona,32,1504,12,0.375,125.33333333333333
2027,Barcelona_Player11,Barcelona,0,0,0,0.0,0.0
2027,Barcelona_Player12,Barcelona,2,116,1,0.5,116.0
2027,Barcelona_Player13,Barcelona,1,82,0,0.0,82.0
2027,Barcelona_Player14,Barcelona,35,2450,15,0.42857142857142855,163.33333333333334
2027,Barcelona_Player15,Barcelona,19,1121,5,0.2631578947368421,224.2
2027,Barcelona_Player16,Barcelona,15,300,3,0.2,100.0
2027,Barcelona_Player17,Barcelona,29,2146,10,0.3448275862068966,214.6
2027,Barcelona_Player18,Barcelona,30,1230,7,0.23333333333333334,175.71428571428572
2027,Barcelona_Player19,Barcelona,24,960,6,0.25,160.0
2027,Barcelona_Player20,Barcelona,37,1147,13,0.35135135135135137,88.23076923076923
2027,Barcelona_Player21,Barcelona,26,1196,4,0.15384615384615385,299.0
2027,Barcelona_Player22,Barcelona,18,1620,8,0.4444444444444444,202.5
2027,Barcelona_Player23,Barcelona,8,688,1,0.125,688.0
2027,Barcelona_Player24,Barcelona,1,81,0,0.0,81.0
2027,Barcelona_Player25,Barcelona,12,792,2,0.16666666666666666,396.0
2027,Atlético_Player1,Atlético Madrid,12,336,7,0.5833333333333334,48.0
2027,Atlético_Player2,Atlético Madrid,13,1157,1,0.07692307692307693,1157.0
2027,Atlético_Player3,Atlético Madrid,6,240,0,0.0,240.0
2027,Atlético_Player4,Atlético Madrid,13,806,1,0.07692307692307693,806.0
2027,Atlético_Player5,Atlético Madrid,25,375,9,0.36,41.666666666666664
2027,Atlético_Player6,Atlético Madrid,16,768,6,0.375,128.0
2027,Atlético_Player7,Atlético Madrid,31,589,8,0.25806451612903225,73.625
2027,Atlético_Player8,Atlético Madrid,22,594,7,0.3181818181818182,84.85714285714286
2027,Atlético_Player9,Atlético Madrid,35,2450,10,0.2857142857142857,245.0
2027,Atlético_Player10,Atlético Madrid,32,992,11,0.34375,90.18181818181819
2027,Atlético_Player11,Atlético Madrid,2,148,1,0.5,148.0
2027,Atlético_Player12,Atlético Madrid,21,1827,8,0.38095238095238093,228.375
2027,Atlético_Player13,Atlético Madrid,4,316,1,0.25,316.0
2027,Atlético_Player14,Atlético Madrid,32,2752,4,0.125,688.0
2027,Atlético_Player15,Atlético Madrid,33,1914,13,0.3939393939393939,147.23076923076923
2027,Atlético_Player16,Atlético Madrid,6,468,4,0.6666666666666666,117.0
2027,Atlético_Player17,Atlético Madrid,4,188,2,0.5,94.0
2027,Atlético_Player18,Atlético Madrid,25,1050,7,0.28,150.0
2027,Atlético_Player19,Atlético Madrid,11,814,2,0.18181818181818182,407.0
2027,Atlético_Player20,Atlético Madrid,8,480,6,0.75,80.0
2027,Atlético_Player21,Atlético Madrid,20,560,4,0.2,140.0
2027,Atlético_Player22,Atlético Madrid,19,1539,3,0.15789473684210525,513.0
2027,Atlético_Player23,Atlético Madrid,19,1501,6,0.3157894736842105,250.16666666666666
2027,Atlético_Player24,Atlético Madrid,7,630,2,0.2857142857142857,315.0
2027,Atlético_Player25,Atlético Madrid,3,138,0,0.0,138.0
2027,Girona_Player1,Girona,32,1280,8,0.25,160.0
2027,Girona_Player2,Girona,9,801,0,0.0,801.0
2027,Girona_Player3,Girona,3,156,3,1.0,52.0
2027,Girona_Player4,Girona,8,144,1,0.125,144.0
2027,Girona_Player5,Girona,7,623,2,0.2857142857142857,311.5
2027,Girona_Player6,Girona,5,250,3,0.6,83.33333333333333
2027,Girona_Player7,Girona,18,1134,1,0.05555555555555555,1134.0
2027,Girona_Player8,Girona,24,1872,12,0.5,156.0
2027,Girona_Player9,Girona,31,1457,7,0.22580645161290322,208.14285714285714
2027,Girona_Player10,Girona,11,550,4,0.36363636363636365,137.5
2027,Girona_Player11,Girona,17,1003,2,0.11764705882352941,501.5
2027,Girona_Player12,Girona,33,1815,6,0.18181818181818182,302.5
2027,Girona_Player13,Girona,24,2064,6,0.25,344.0
2027,Girona_Player14,Girona,8,488,1,0.125,488.0
2027,Girona_Player15,Girona,21,1092,8,0.38095238095238093,136.5
2027,Girona_Player16,Girona,4,312,1,0.25,312.0
2027,Girona_Player17,Girona,24,672,12,0.5,56.0
2027,Girona_Player18,Girona,22,264,6,0.2727272727272727,44.0
2027,Girona_Player19,Girona,37,1813,15,0.40540540540540543,120.86666666666666
2027,Girona_Player20,Girona,30,840,9,0.3,93.33333333333333
2027,Girona_Player21,Girona,22,506,3,0.13636363636363635,168.66666666666666
2027,Girona_Player22,Girona,29,2668,4,0.13793103448275862,667.0
2027,Girona_Player23,Girona,9,414,2,0.2222222222222222,207.0
2027,Girona_Player24,Girona,12,720,2,0.16666666666666666,360.0
2027,Girona_Player25,Girona,21,1575,5,0.23809523809523808,315.0
2027,Athletic_Player1,Athletic Club,3,252,0,0.0,252.0
2027,Athletic_Player2,Athletic Club,25,275,6,0.24,45.833333333333336
2027,Athletic_Player3,Athletic Club,36,2340,13,0.3611111111111111,180.0
2027,Athletic_Player4,Athletic Club,31,1829,8,0.25806451612903225,228.625
2027,Athletic_Player5,Athletic Club,32,1632,11,0.34375,148.36363636363637
2027,Athletic_Player6,Athletic Club,12,672,5,0.4166666666666667,134.4
2027,Athletic_Player7,Athletic Club,9,828,5,0.5555555555555556,165.6
2027,Athletic_Player8,Athletic Club,6,330,3,0.5,110.0
2027,Athletic_Player9,Athletic Club,18,1242,7,0.3888888888888889,177.42857142857142
2027,Athletic_Player10,Athletic Club,32,800,13,0.40625,61.53846153846154
2027,Athletic_Player11,Athletic Club,30,2040,13,0.43333333333333335,156.92307692307693
2027,Athletic_Player12,Athletic Club,31,2883,11,0.3548387096774194,262.09090909090907
2027,Athletic_Player13,Athletic Club,1,65,1,1.0,65.0
2027,Athletic_Player14,Athletic Club,15,405,1,0.06666666666666667,405.0
2027,Athletic_Player15,Athletic Club,29,1479,8,0.27586206896551724,184.875
2027,Athletic_Player16,Athletic Club,30,2670,5,0.16666666666666666,534.0
2027,Athletic_Player17,Athletic Club,3,246,0,0.0,246.0
2027,Athletic_Player18,Athletic Club,7,511,0,0.0,511.0
2027,Athletic_Player19,Athletic Club,2,52,0,0.0,52.0
2027,Athletic_Player20,Athletic Club,28,1708,9,0.32142857142857145,189.77777777777777
2027,Athletic_Player21,Athletic Club,17,1207,7,0.4117647058823529,172.42857142857142
2027,Athletic_Player22,Athletic Club,14,420,5,0.35714285714285715,84.0
2027,Athletic_Player23,Athletic Club,28,2492,7,0.25,356.0
2027,Athletic_Player24,Athletic Club,31,2542,7,0.22580645161290322,363.14285714285717
2027,Athletic_Player25,Athletic Club,16,720,3,0.1875,240.0
2027,Real_Player1,Real Sociedad,19,437,5,0.2631578947368421,87.4
2027,Real_Player2,Real Sociedad,12,456,3,0.25,152.0
2027,Real_Player3,Real Sociedad,16,1040,6,0.375,173.33333333333334
2027,Real_Player4,Real Sociedad,14,658,5,0.35714285714285715,131.6
2027,Real_Player5,Real Sociedad,6,198,0,0.0,198.0
2027,Real_Player6,Real Sociedad,3,159,0,0.0,159.0
2027,Real_Player7,Real Sociedad,28,1092,5,0.17857142857142858,218.4
2027,Real_Player8,Real Sociedad,6,348,4,0.6666666666666666,87.0
2027,Real_Player9,Real Sociedad,28,1008,11,0.39285714285714285,91.63636363636364
2027,Real_Player10,Real Sociedad,33,396,11,0.3333333333333333,36.0
2027,Real_Player11,Real Sociedad,23,920,7,0.30434782608695654,131.42857142857142
2027,Real_Player12,Real Sociedad,30,570,8,0.26666666666666666,71.25
2027,Real_Player13,Real Sociedad,7,560,3,0.42857142857142855,186.66666666666666
2027,Real_Player14,Real Sociedad,28,2016,9,0.32142857142857145,224.0
2027,Real_Player15,Real Sociedad,32,2272,12,0.375,189.33333333333334
2027,Real_Player16,Real Sociedad,21,1008,5,0.23809523809523808,201.6
2027,Real_Player17,Real Sociedad,6,348,2,0.3333333333333333,174.0
2027,Real_Player18,Real Sociedad,10,430,1,0.1,430.0
2027,Real_Player19,Real Sociedad,22,1100,6,0.2727272727272727,183.33333333333334
